PO_ID,Supplier_ID,Supplier_Name,Region,Country,Product_Category,Product_SKU,Unit_Cost_USD,Lead_Time_Days,OTD_Rate_Pct,Defect_Rate_Pct,Compliance_Score,Contract_Tier,Payment_Terms_Days,MOQ_Units,Annual_Volume_Units,Risk_Level,Certifications,Last_Audit_Date,Sustainability_Score,Active_Disruptions,Alt_Supplier_ID,PO_Quarter,Units_Ordered,Units_Delivered_On_Time,Units_Rejected,PO_Value_USD
PO-10573,SUP-109,Gulf Coast Mech,NA,USA,Mechanical Components,SKU-MC-1094,3.1,42,85.0,1.05,79,Tier-2,45,16519,1643320,Medium,ISO9001;IATF16949,2023-11-13,69,None,SUP-084,Q1-2023,54005,45904,567,167415.5
PO-10574,SUP-110,Texarkana Fiber Inc,NA,USA,Industrial Textiles,SKU-IT-1080,5.37,31,87.5,0.75,84,Tier-2,45,19754,1309753,Low,OEKO-TEX;ISO9001,2023-01-20,53,None,SUP-019,Q4-2024,52694,46107,395,282966.78
PO-10575,SUP-111,Ohio Valley Electronics,NA,USA,Electronic Components,SKU-EC-1080,8.84,18,80.0,3.02,72,Tier-2,45,10037,1839987,Low,ISO9001;RoHS,2024-08-26,49,None,SUP-006,Q2-2024,23203,18562,700,205114.52
PO-10576,SUP-112,Maplewood Polymer Corp,NA,Canada,Raw Materials,SKU-RM-1104,12.04,34,88.5,1.57,80,Tier-1,60,597,490703,Low,ISO9001;ISO14001;REACH,2023-06-22,80,None,SUP-011,Q2-2023,1706,1509,26,20540.24
PO-10577,SUP-113,Pinnacle Resin Co,NA,Canada,Raw Materials,SKU-RM-1105,8.45,42,82.9,0.91,91,Tier-2,45,15345,1523145,Low,ISO9001;REACH,2023-11-02,53,None,SUP-021,Q1-2023,19178,15898,174,162054.1
PO-10578,SUP-114,Rockies Pack Inc,NA,Canada,Packaging Materials,SKU-PM-1125,1.41,42,84.6,1.3,80,Tier-2,45,5963,208796,Low,FSC;ISO9001,2024-05-31,68,None,SUP-029,Q4-2024,22629,19144,294,31906.89
PO-10579,SUP-115,Caribou Alloy Works,NA,Canada,Specialty Alloys,SKU-SA-1095,13.26,25,84.5,0.72,68,Tier-2,45,4144,1115381,Medium,ISO9001;NADCAP,2024-07-22,68,None,SUP-034,Q2-2023,8179,6911,58,108453.54
PO-10580,SUP-116,Prairie Mech Corp,NA,Canada,Mechanical Components,SKU-MC-1095,5.66,39,89.1,0.75,85,Tier-2,45,18398,526680,Medium,ISO9001;IATF16949,2024-03-09,74,Seasonal flood risk,SUP-022,Q4-2023,53625,47779,402,303517.5
PO-10581,SUP-001,Orrentek Precision Mfg,APAC,China,Electronic Components,SKU-EC-1081,4.06,26,99.1,1.04,81,Tier-1,60,5749,127756,Medium,ISO9001;ISO14001;RoHS,2023-12-26,70,Tariff adjustment pending,SUP-036,Q1-2024,18205,18041,189,73912.3
PO-10582,SUP-002,Zhenlong ElectroCo,APAC,China,Electronic Components,SKU-EC-1082,3.45,35,92.3,1.0,83,Tier-2,45,19501,1280867,Low,ISO9001;RoHS,2024-07-23,66,None,SUP-018,Q3-2023,67019,61858,670,231215.55
PO-10583,SUP-003,Wanlong Composites Ltd,APAC,China,Raw Materials,SKU-RM-1106,10.04,22,95.0,2.86,73,Tier-2,45,13227,1432047,High,ISO9001,2023-12-16,80,Regulatory enforcement pending,SUP-038,Q4-2023,34305,32589,981,344422.2
PO-10584,SUP-004,Yangtze Fiber Materials,APAC,China,Industrial Textiles,SKU-IT-1081,4.09,16,81.6,3.09,77,Tier-2,45,2067,1376718,High,OEKO-TEX;ISO9001,2024-07-05,49,Currency volatility flag,SUP-057,Q4-2024,5284,4311,163,21611.56
PO-10585,SUP-005,Huabei Circuit Systems,APAC,China,Electronic Components,SKU-EC-1083,6.28,36,88.9,1.59,82,Tier-1,60,5907,104705,Low,ISO9001;AEC-Q100;RoHS,2023-01-09,87,None,SUP-051,Q3-2024,11713,10412,186,73557.64
PO-10586,SUP-006,Dongfeng Castings Co,APAC,China,Mechanical Components,SKU-MC-1096,4.09,35,80.1,1.44,73,Tier-2,45,2648,1690524,Low,ISO9001;IATF16949,2024-09-20,76,None,SUP-031,Q2-2023,9334,7476,134,38176.06
PO-10587,SUP-007,Longhua Polymer Works,APAC,China,Raw Materials,SKU-RM-1107,12.9,41,76.9,3.87,57,Tier-3,30,6205,334394,High,ISO9001,2023-04-24,44,Political instability flag,SUP-008,Q4-2023,19183,14751,742,247460.7
PO-10588,SUP-008,Shengda Pack Industries,APAC,China,Packaging Materials,SKU-PM-1126,2.42,33,92.8,1.99,82,Tier-2,45,7751,237071,Medium,FSC;ISO9001,2023-10-08,58,None,SUP-042,Q4-2023,24891,23098,495,60236.22
PO-10589,SUP-009,Tianhe Alloy Group,APAC,China,Specialty Alloys,SKU-SA-1096,30.66,33,81.3,2.3,89,Tier-2,45,16874,104099,Medium,ISO9001,2024-02-21,82,Geopolitical tension flag,SUP-016,Q2-2024,45221,36764,1040,1386475.86
PO-10590,SUP-010,Bohai Electronics,APAC,China,Electronic Components,SKU-EC-1084,5.11,20,67.4,3.44,64,Tier-3,30,12357,89246,Medium,ISO9001;RoHS,2023-07-19,61,Tariff adjustment pending,SUP-051,Q1-2023,38037,25636,1308,194369.07
PO-10591,SUP-011,Dravex Components India,APAC,India,Mechanical Components,SKU-MC-1097,6.44,32,69.0,4.1,75,Tier-3,30,18887,118056,High,ISO9001,2023-04-10,31,Audit overdue; compliance review,SUP-051,Q2-2023,59912,41339,2456,385833.28
PO-10592,SUP-012,Bharat Precision Works,APAC,India,Mechanical Components,SKU-MC-1098,2.99,41,78.5,1.61,67,Tier-2,45,12954,1862672,High,ISO9001;IATF16949,2024-06-16,85,Political instability flag,SUP-056,Q1-2023,34816,27330,560,104099.84
PO-10593,SUP-013,IndoTech Fab Ltd,APAC,India,Electronic Components,SKU-EC-1085,5.51,36,91.5,3.04,91,Tier-2,45,5134,1411451,Medium,ISO9001;RoHS,2023-03-08,86,None,SUP-018,Q3-2024,10266,9393,312,56565.66
PO-10594,SUP-014,Deccan Polymer Mfg,APAC,India,Raw Materials,SKU-RM-1108,14.62,45,81.1,1.4,75,Tier-3,30,7155,146773,Low,ISO9001,2023-04-09,58,None,SUP-007,Q3-2024,20317,16477,284,297034.54
PO-10595,SUP-015,Narmada Pack Solutions,APAC,India,Packaging Materials,SKU-PM-1127,2.02,26,88.5,1.55,86,Tier-2,45,16028,1945364,Medium,FSC;ISO9001,2024-06-13,48,Geopolitical tension flag,SUP-102,Q1-2023,45786,40520,709,92487.72
PO-10596,SUP-016,Konkan Textile Mills,APAC,India,Industrial Textiles,SKU-IT-1082,4.16,14,83.6,0.94,70,Tier-2,45,8344,1996601,Medium,OEKO-TEX;ISO9001,2024-09-27,48,Port congestion risk,SUP-062,Q3-2024,24118,20162,226,100330.88
PO-10597,SUP-017,Sahyadri Alloy Tech,APAC,India,Specialty Alloys,SKU-SA-1097,22.62,37,72.0,2.0,75,Tier-3,30,24153,497019,Low,ISO9001,2024-04-25,32,None,SUP-057,Q3-2023,43474,31301,869,983381.88
PO-10598,SUP-018,Deltaforge Vietnam,APAC,Vietnam,Mechanical Components,SKU-MC-1099,5.39,27,68.3,2.33,61,Tier-3,30,6878,288918,High,ISO9001,2023-07-25,30,Labour strike risk,SUP-073,Q2-2024,13281,9070,309,71584.59
PO-10599,SUP-019,Saigon Precision Works,APAC,Vietnam,Electronic Components,SKU-EC-1086,8.66,27,88.9,0.96,69,Tier-2,45,17315,1357792,Low,ISO9001;RoHS,2023-12-03,69,None,SUP-062,Q1-2024,44754,39786,429,387569.64
PO-10600,SUP-020,MeKong Pack Co,APAC,Vietnam,Packaging Materials,SKU-PM-1128,1.77,18,64.4,2.7,75,Tier-3,30,12308,281459,High,FSC;ISO9001,2023-07-30,32,Regulatory enforcement pending,SUP-115,Q2-2024,36943,23791,997,65389.11
PO-10601,SUP-021,HanoiTex Industries,APAC,Vietnam,Industrial Textiles,SKU-IT-1083,2.11,23,84.8,2.71,67,Tier-2,45,2983,1263272,Low,OEKO-TEX;ISO9001,2023-01-31,71,None,SUP-102,Q2-2024,3702,3139,100,7811.22
PO-10602,SUP-022,DaNang Metal Works,APAC,Vietnam,Mechanical Components,SKU-MC-1100,2.56,39,65.4,2.14,57,Tier-3,30,23170,297912,High,ISO9001,2024-01-24,46,Typhoon season disruption,SUP-035,Q1-2023,41158,26917,880,105364.48
PO-10603,SUP-023,Hanguk Circuit Works,APAC,South Korea,Electronic Components,SKU-EC-1087,5.2,23,95.5,1.6,90,Tier-1,60,3428,464404,Low,ISO9001;AEC-Q100,2023-05-02,76,None,SUP-010,Q3-2024,4499,4296,71,23394.8
PO-10604,SUP-024,Seoultech Micro,APAC,South Korea,Electronic Components,SKU-EC-1088,8.32,24,80.5,2.99,92,Tier-2,45,14263,766792,Low,ISO9001;RoHS,2023-10-29,60,None,SUP-030,Q4-2023,49355,39730,1475,410633.6
PO-10605,SUP-025,Koryo Alloy Systems,APAC,South Korea,Specialty Alloys,SKU-SA-1098,25.68,16,97.1,0.66,81,Tier-1,60,4563,346227,Medium,ISO9001;NADCAP,2024-09-21,90,None,SUP-010,Q4-2024,17522,17013,115,449964.96
PO-10606,SUP-026,Hangang Steel Parts,APAC,South Korea,Mechanical Components,SKU-MC-1101,3.67,28,79.1,1.82,91,Tier-2,45,17213,475387,Medium,ISO9001;IATF16949,2023-10-02,80,Geopolitical tension flag,SUP-088,Q4-2024,48261,38174,878,177117.87
PO-10607,SUP-027,Busan Pack Corp,APAC,South Korea,Packaging Materials,SKU-PM-1129,1.46,18,87.9,2.19,92,Tier-2,45,9193,1976709,Medium,FSC;ISO9001,2024-01-22,85,Tariff adjustment pending,SUP-055,Q1-2024,23120,20322,506,33755.2
PO-10608,SUP-028,Hokkaido Alloy Tech,APAC,Japan,Specialty Alloys,SKU-SA-1099,19.32,16,94.6,1.69,91,Tier-1,60,1088,194690,Low,ISO9001;NADCAP;AS9100,2024-09-28,78,None,SUP-034,Q4-2024,3186,3013,53,61553.52
PO-10609,SUP-029,Kinki Precision Corp,APAC,Japan,Electronic Components,SKU-EC-1089,5.27,39,91.9,0.87,93,Tier-1,60,2997,183140,Low,ISO9001;AEC-Q100;RoHS,2023-03-26,83,None,SUP-063,Q2-2023,8880,8160,77,46797.6
PO-10610,SUP-030,Osaka Polymer Systems,APAC,Japan,Raw Materials,SKU-RM-1109,7.19,25,91.4,0.95,97,Tier-1,60,2265,91594,Low,ISO9001;ISO14001;REACH,2023-12-04,90,None,SUP-056,Q2-2024,3875,3541,36,27861.25
PO-10611,SUP-031,Sendai Mech Works,APAC,Japan,Mechanical Components,SKU-MC-1102,1.94,16,90.9,1.37,88,Tier-1,60,4849,176910,Medium,ISO9001;IATF16949,2024-08-16,76,Regulatory audit pending,SUP-076,Q3-2024,11496,10449,157,22302.24
PO-10612,SUP-032,Kyushu Textile Co,APAC,Japan,Industrial Textiles,SKU-IT-1084,4.11,33,96.7,0.12,96,Tier-1,60,2264,158974,High,OEKO-TEX;ISO9001;ISO14001,2024-04-17,94,Political instability flag,SUP-099,Q4-2024,8182,7911,9,33628.02
PO-10613,SUP-033,PrecisionForge Taiyuan,APAC,Taiwan,Mechanical Components,SKU-MC-1103,4.63,34,91.9,0.25,86,Tier-1,60,2116,269995,Medium,ISO9001;IATF16949,2023-01-10,83,Port congestion risk,SUP-051,Q3-2023,4619,4244,11,21385.97
PO-10614,SUP-034,Formosa Circuit Co,APAC,Taiwan,Electronic Components,SKU-EC-1090,8.4,35,93.7,1.22,91,Tier-1,60,3704,439948,Low,ISO9001;AEC-Q100;RoHS,2023-02-02,80,None,SUP-110,Q1-2023,13003,12183,158,109225.2
PO-10615,SUP-035,Yulon Alloy Mfg,APAC,Taiwan,Specialty Alloys,SKU-SA-1100,15.35,31,93.7,0.83,77,Tier-2,45,14808,899682,Medium,ISO9001,2023-04-22,84,Seasonal flood risk,SUP-085,Q4-2023,45923,43029,381,704918.05
PO-10616,SUP-036,Kaohsiung Pack Co,APAC,Taiwan,Packaging Materials,SKU-PM-1130,2.92,15,83.6,3.09,87,Tier-2,45,7820,167232,Low,FSC;ISO9001,2024-01-31,67,None,SUP-060,Q4-2023,10097,8441,311,29483.24
PO-10617,SUP-037,Straits Packaging Hub,APAC,Singapore,Packaging Materials,SKU-PM-1131,1.37,31,91.3,0.5,96,Tier-1,60,4647,45791,Low,ISO9001;ISO14001,2023-05-13,72,None,SUP-088,Q3-2023,6461,5898,32,8851.57
PO-10618,SUP-038,SingaMold Tech,APAC,Singapore,Mechanical Components,SKU-MC-1104,3.11,21,94.2,0.91,82,Tier-1,60,1464,496366,High,ISO9001;IATF16949,2024-05-29,82,Regulatory enforcement pending,SUP-059,Q1-2024,3126,2944,28,9721.86
PO-10619,SUP-039,Krungsri Moldtech,APAC,Thailand,Mechanical Components,SKU-MC-1105,4.68,26,90.2,1.69,73,Tier-2,45,4096,1829275,High,ISO9001;IATF16949,2024-04-18,48,Audit overdue; compliance review,SUP-112,Q4-2024,11635,10494,196,54451.8
PO-10620,SUP-040,ChaoPhaya Pack,APAC,Thailand,Packaging Materials,SKU-PM-1132,2.54,38,87.8,2.46,76,Tier-2,45,11746,920175,Medium,FSC;ISO9001,2024-09-24,77,None,SUP-094,Q4-2023,23514,20645,578,59725.56
PO-10621,SUP-041,Archipelago PCB Corp,APAC,Philippines,Electronic Components,SKU-EC-1091,5.62,24,79.8,2.71,71,Tier-3,30,17895,85785,High,ISO9001,2023-03-10,41,Typhoon season disruption,SUP-038,Q1-2024,61585,49144,1668,346107.7
PO-10622,SUP-042,Visayas Textile Co,APAC,Philippines,Industrial Textiles,SKU-IT-1085,4.67,25,78.8,3.58,56,Tier-3,30,17082,120251,Medium,OEKO-TEX;ISO9001,2023-06-18,61,Regulatory audit pending,SUP-084,Q3-2024,46634,36747,1669,217780.78
PO-10623,SUP-043,Tasman Circuit Boards,APAC,Australia,Electronic Components,SKU-EC-1092,9.03,37,90.9,0.96,94,Tier-1,60,3522,220175,Low,ISO9001;AEC-Q100;RoHS,2023-04-28,70,None,SUP-048,Q1-2023,7627,6932,73,68871.81
PO-10624,SUP-044,Broken Hill Alloys,APAC,Australia,Specialty Alloys,SKU-SA-1101,19.04,13,96.2,0.33,94,Tier-1,60,4892,384469,Low,ISO9001;NADCAP,2023-06-15,85,None,SUP-105,Q1-2024,18680,17970,61,355667.2
PO-10625,SUP-045,Sibertek Molding,APAC,Russia,Mechanical Components,SKU-MC-1106,2.67,52,64.6,1.26,53,Tier-3,30,17807,216636,Medium,ISO9001,2024-01-02,41,Geopolitical tension flag,SUP-080,Q3-2023,46685,30158,588,124648.95
PO-10626,SUP-046,Krauss-Polymex GmbH,EMEA,Germany,Raw Materials,SKU-RM-1110,13.12,11,90.0,1.31,97,Tier-1,60,5600,465465,Low,REACH;ISO9001;ISO14001,2023-11-12,76,None,SUP-045,Q2-2023,18399,16559,241,241394.88
PO-10627,SUP-047,Rheinwerk Precision AG,EMEA,Germany,Mechanical Components,SKU-MC-1107,6.41,20,93.1,1.12,81,Tier-1,60,2445,236421,Low,ISO9001;IATF16949,2023-12-12,94,None,SUP-101,Q1-2023,2564,2387,28,16435.24
PO-10628,SUP-048,Berliner Pack GmbH,EMEA,Germany,Packaging Materials,SKU-PM-1133,2.19,14,97.4,1.26,82,Tier-1,60,5840,128018,High,FSC;ISO14001;ISO9001,2024-07-29,77,Export license risk,SUP-037,Q2-2024,16413,15986,206,35944.47
PO-10629,SUP-049,Munich Alloy Technik,EMEA,Germany,Specialty Alloys,SKU-SA-1102,13.3,15,95.2,1.16,97,Tier-1,60,2303,152082,High,ISO9001;NADCAP;AS9100,2024-02-03,82,Labour strike risk,SUP-101,Q2-2024,2401,2285,27,31933.3
PO-10630,SUP-050,Dresdner Textilwerk,EMEA,Germany,Industrial Textiles,SKU-IT-1086,5.0,23,81.6,1.02,88,Tier-2,45,3439,241203,Medium,OEKO-TEX;ISO9001,2024-07-03,65,Regulatory audit pending,SUP-011,Q4-2024,5107,4167,52,25535.0
PO-10631,SUP-051,Toreval Electronics,EMEA,France,Electronic Components,SKU-EC-1093,10.14,14,97.1,1.67,98,Tier-1,60,5314,210055,Low,ISO9001;AEC-Q100;RoHS,2023-06-29,75,None,SUP-034,Q3-2023,10754,10442,179,109045.56
PO-10632,SUP-052,Lyon Polymer SAS,EMEA,France,Raw Materials,SKU-RM-1111,13.88,12,95.3,1.6,90,Tier-1,60,3145,49253,Medium,ISO9001;ISO14001;REACH,2024-08-24,97,Tariff adjustment pending,SUP-002,Q4-2023,11393,10857,182,158134.84
PO-10633,SUP-053,Bordeaux Pack SAS,EMEA,France,Packaging Materials,SKU-PM-1134,1.21,35,90.0,0.44,67,Tier-2,45,16041,1688059,Medium,FSC;ISO14001;ISO9001,2023-07-26,55,None,SUP-101,Q4-2024,35479,31931,156,42929.59
PO-10634,SUP-054,Lumivex Semiconductor NL,EMEA,Netherlands,Electronic Components,SKU-EC-1094,5.49,36,89.7,0.45,81,Tier-1,60,3092,110394,High,ISO9001;AEC-Q100;RoHS,2023-01-25,77,Labour strike risk,SUP-005,Q3-2024,7818,7012,35,42920.82
PO-10635,SUP-055,Rotterdam Chem BV,EMEA,Netherlands,Raw Materials,SKU-RM-1112,16.86,11,90.6,1.35,90,Tier-1,60,5847,170200,Low,ISO9001;ISO14001;REACH,2023-11-26,77,None,SUP-017,Q3-2024,22934,20778,309,386667.24
PO-10636,SUP-056,Solveig Eco Packaging,EMEA,Sweden,Packaging Materials,SKU-PM-1135,3.69,20,90.1,1.17,82,Tier-1,60,826,372590,Low,FSC;ISO14001;ISO9001,2024-07-16,97,None,SUP-068,Q3-2023,3253,2930,38,12003.57
PO-10637,SUP-057,Norrsken Textiles AB,EMEA,Sweden,Industrial Textiles,SKU-IT-1087,4.16,37,97.6,1.68,87,Tier-1,60,2951,126066,Low,OEKO-TEX;ISO9001;ISO14001,2023-10-20,86,None,SUP-019,Q4-2023,7917,7726,133,32934.72
PO-10638,SUP-058,Norbec Alloy Works,EMEA,Norway,Specialty Alloys,SKU-SA-1103,17.35,38,94.6,1.75,86,Tier-1,60,1055,228524,Medium,ISO9001;ISO14001;AS9100,2023-06-09,78,Tariff adjustment pending,SUP-113,Q3-2024,4169,3943,72,72332.15
PO-10639,SUP-059,Fjord Polymer AS,EMEA,Norway,Raw Materials,SKU-RM-1113,12.85,13,97.4,1.45,80,Tier-1,60,2859,352047,Low,ISO9001;ISO14001;REACH,2023-11-10,94,None,SUP-092,Q3-2024,10455,10183,151,134346.75
PO-10640,SUP-060,Nordloom Finland Oy,EMEA,Finland,Industrial Textiles,SKU-IT-1088,2.17,16,93.2,0.74,99,Tier-1,60,4244,142611,Low,OEKO-TEX;ISO9001;ISO14001,2024-02-19,85,None,SUP-055,Q2-2024,12295,11458,90,26680.15
PO-10641,SUP-061,Helsinki Pack Oy,EMEA,Finland,Packaging Materials,SKU-PM-1136,3.44,21,93.7,3.03,90,Tier-2,45,4334,957289,Medium,FSC;ISO9001,2024-03-22,71,None,SUP-111,Q3-2023,7516,7042,227,25855.04
PO-10642,SUP-062,Borealis Composites,EMEA,Denmark,Raw Materials,SKU-RM-1114,10.52,31,99.0,1.41,91,Tier-1,60,872,381262,Medium,ISO9001;ISO14001;REACH,2024-01-06,86,None,SUP-094,Q4-2024,1013,1002,14,10656.76
PO-10643,SUP-063,Elsinor Pack AS,EMEA,Denmark,Packaging Materials,SKU-PM-1137,1.45,26,88.7,2.29,89,Tier-2,45,6828,633280,Low,FSC;ISO9001,2023-04-30,57,None,SUP-055,Q3-2023,7232,6414,165,10486.4
PO-10644,SUP-064,Ostwind Composites AG,EMEA,Austria,Raw Materials,SKU-RM-1115,14.94,13,96.9,1.2,92,Tier-1,60,4647,138997,Medium,ISO9001;ISO14001;REACH,2024-06-29,82,Tariff adjustment pending,SUP-097,Q1-2024,12849,12450,154,191964.06
PO-10645,SUP-065,Wiener Alloy GmbH,EMEA,Austria,Specialty Alloys,SKU-SA-1104,25.94,41,89.2,1.47,76,Tier-2,45,4912,329164,Medium,ISO9001;NADCAP,2023-08-03,74,Port congestion risk,SUP-054,Q3-2023,9319,8312,136,241734.86
PO-10646,SUP-066,Valdoro Special Alloys,EMEA,Italy,Specialty Alloys,SKU-SA-1105,14.31,39,98.7,0.78,89,Tier-1,60,412,90788,High,ISO9001;ISO14001;NADCAP,2023-06-24,70,Port closure risk,SUP-034,Q1-2024,1294,1277,10,18517.14
PO-10647,SUP-067,Braccio Metalli SpA,EMEA,Italy,Specialty Alloys,SKU-SA-1106,20.43,28,81.0,0.92,71,Tier-2,45,5612,1045104,Medium,ISO9001;NADCAP,2023-09-23,60,None,SUP-075,Q3-2023,11899,9638,109,243096.57
PO-10648,SUP-068,Milano Textil Srl,EMEA,Italy,Industrial Textiles,SKU-IT-1089,1.89,17,94.7,2.84,81,Tier-2,45,4615,714728,High,OEKO-TEX;ISO9001,2023-08-29,54,Export license risk,SUP-112,Q1-2023,14210,13456,403,26856.9
PO-10649,SUP-069,Ibervex Quimica SL,EMEA,Spain,Raw Materials,SKU-RM-1116,15.27,36,86.1,2.28,70,Tier-2,45,2236,1495281,Low,ISO9001;REACH,2024-09-09,48,None,SUP-097,Q1-2023,5313,4574,121,81129.51
PO-10650,SUP-070,Catalan Pack SA,EMEA,Spain,Packaging Materials,SKU-PM-1138,1.93,22,86.8,3.09,75,Tier-2,45,16072,805796,Medium,FSC;ISO9001,2024-02-13,79,Port congestion risk,SUP-059,Q4-2023,39744,34497,1228,76705.92
PO-10651,SUP-071,Ferralux Gulf FZE,EMEA,UAE,Specialty Alloys,SKU-SA-1107,26.76,12,84.4,0.56,78,Tier-2,45,16972,1925657,High,ISO9001;ISO14001,2023-10-14,69,Currency volatility flag,SUP-075,Q2-2023,51747,43674,289,1384749.72
PO-10652,SUP-072,Almaral Steel FZC,EMEA,UAE,Specialty Alloys,SKU-SA-1108,17.73,33,94.2,2.5,74,Tier-2,45,17571,1179852,Medium,ISO9001,2024-01-04,71,Geopolitical tension flag,SUP-061,Q2-2024,18660,17577,466,330841.8
PO-10653,SUP-073,Dubai Pack FZE,EMEA,UAE,Packaging Materials,SKU-PM-1139,2.86,19,92.8,3.11,90,Tier-2,45,17877,939207,Medium,FSC;ISO9001,2023-04-13,68,Port congestion risk,SUP-012,Q4-2024,61021,56627,1897,174520.06
PO-10654,SUP-074,Novex Fab Polska,EMEA,Poland,Mechanical Components,SKU-MC-1108,3.01,40,90.5,1.22,73,Tier-2,45,18535,166575,High,ISO9001,2024-04-01,57,Typhoon season disruption,SUP-065,Q4-2024,29548,26740,360,88939.48
PO-10655,SUP-075,Vistula Pack Sp,EMEA,Poland,Packaging Materials,SKU-PM-1140,2.0,28,85.8,2.79,67,Tier-3,30,7930,150592,Medium,FSC;ISO9001,2023-08-14,45,None,SUP-001,Q3-2024,17116,14685,477,34232.0
PO-10656,SUP-076,BalticPrint OU,EMEA,Estonia,Packaging Materials,SKU-PM-1141,2.24,41,90.2,2.26,88,Tier-2,45,19515,1428646,Medium,FSC;ISO9001,2024-09-07,55,Geopolitical tension flag,SUP-003,Q4-2023,57261,51649,1294,128264.64
PO-10657,SUP-077,Kovalev Metalburg,EMEA,Czechia,Mechanical Components,SKU-MC-1109,3.07,37,79.1,1.36,89,Tier-2,45,16318,1795437,Medium,ISO9001;IATF16949,2023-12-15,72,Port congestion risk,SUP-089,Q2-2023,22159,17527,301,68028.13
PO-10658,SUP-078,Varna Electronics EAD,EMEA,Bulgaria,Electronic Components,SKU-EC-1095,5.92,26,80.0,4.29,73,Tier-3,30,15268,438663,High,ISO9001;RoHS,2024-03-09,37,Labour strike risk,SUP-038,Q4-2023,40705,32564,1746,240973.6
PO-10659,SUP-079,Helios Pack Greece,EMEA,Greece,Packaging Materials,SKU-PM-1142,0.93,32,68.6,2.4,71,Tier-3,30,8492,454515,High,ISO9001,2024-05-26,38,Audit overdue; compliance review,SUP-098,Q1-2024,15665,10746,375,14568.45
PO-10660,SUP-080,Maghreb Castworks,EMEA,Morocco,Mechanical Components,SKU-MC-1110,4.35,20,78.4,1.69,59,Tier-3,30,24624,375690,High,ISO9001,2024-05-21,39,Export license risk,SUP-116,Q4-2024,52896,41470,893,230097.6
PO-10661,SUP-081,Lisbon Polymer Lda,EMEA,Portugal,Raw Materials,SKU-RM-1117,16.53,34,83.0,3.11,68,Tier-2,45,8901,1878531,Low,ISO9001;REACH,2023-07-03,69,None,SUP-060,Q1-2023,34330,28493,1067,567474.9
PO-10662,SUP-082,Veltara Packing Solutions,LATAM,Brazil,Packaging Materials,SKU-PM-1143,1.83,29,92.6,2.44,76,Tier-2,45,14854,807600,High,FSC;ISO9001,2023-03-15,58,Audit overdue; compliance review,SUP-063,Q3-2024,40482,37486,987,74082.06
PO-10663,SUP-083,Sao Paulo Polymer,LATAM,Brazil,Raw Materials,SKU-RM-1118,8.31,29,87.0,1.19,89,Tier-2,45,14903,304093,Medium,ISO9001,2024-04-13,60,Seasonal flood risk,SUP-078,Q1-2023,34830,30302,414,289437.3
PO-10664,SUP-084,Recife Textiles SA,LATAM,Brazil,Industrial Textiles,SKU-IT-1090,4.37,16,89.1,2.02,81,Tier-2,45,8873,557465,Low,OEKO-TEX;ISO9001,2024-08-12,78,None,SUP-086,Q2-2024,32661,29100,659,142728.57
PO-10665,SUP-085,Minas Gerais Alloys,LATAM,Brazil,Specialty Alloys,SKU-SA-1109,16.08,25,79.7,2.6,71,Tier-2,45,7512,218135,High,ISO9001,2023-12-13,72,Currency volatility flag,SUP-092,Q2-2023,24401,19447,634,392368.08
PO-10666,SUP-086,Tecovar Industrial Textiles,LATAM,Mexico,Industrial Textiles,SKU-IT-1091,3.89,15,88.1,3.12,87,Tier-2,45,9892,931824,Low,OEKO-TEX;ISO9001,2023-04-02,73,None,SUP-054,Q3-2024,35315,31112,1101,137375.35
PO-10667,SUP-087,Guadalajara Mold Co,LATAM,Mexico,Mechanical Components,SKU-MC-1111,1.83,32,91.2,2.82,87,Tier-2,45,16585,870332,Low,ISO9001;IATF16949,2024-08-23,72,None,SUP-034,Q4-2023,18094,16501,510,33112.02
PO-10668,SUP-088,Monterrey Pack SA,LATAM,Mexico,Packaging Materials,SKU-PM-1144,3.46,17,87.7,2.0,75,Tier-2,45,14581,1115423,High,FSC;ISO9001,2023-11-30,54,Typhoon season disruption,SUP-046,Q3-2023,21097,18502,421,72995.62
PO-10669,SUP-089,Yucatan Polymer Mfg,LATAM,Mexico,Raw Materials,SKU-RM-1119,17.53,19,61.7,4.2,75,Tier-3,30,17903,623071,Medium,ISO9001,2024-08-21,64,Seasonal flood risk,SUP-036,Q2-2023,51909,32027,2180,909964.77
PO-10670,SUP-090,Plataforma Metales SA,LATAM,Argentina,Raw Materials,SKU-RM-1120,17.64,31,74.6,3.9,70,Tier-3,30,8844,229440,High,ISO9001,2023-11-18,37,Labour strike risk,SUP-046,Q4-2024,35075,26165,1367,618723.0
PO-10671,SUP-091,Patagonia Alloys SRL,LATAM,Argentina,Specialty Alloys,SKU-SA-1110,30.14,34,63.3,1.63,56,Tier-3,30,6147,128720,Low,ISO9001,2023-01-01,40,None,SUP-045,Q3-2023,20009,12665,326,603071.26
PO-10672,SUP-092,Buenos Aires Pack,LATAM,Argentina,Packaging Materials,SKU-PM-1145,1.88,46,66.7,1.35,66,Tier-3,30,9582,645103,High,ISO9001,2023-04-12,48,Audit overdue; compliance review,SUP-054,Q4-2023,32124,21426,433,60393.12
